,Age,Gender,Education Level,Field,Years of Experience,Salary
3179,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3180,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3181,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3182,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3183,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3184,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3185,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3186,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3187,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3188,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3189,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3190,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3191,25.0,Female,Master's,Software Development,2.0,60000.0
3192,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3193,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3194,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3195,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3196,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3197,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3198,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3199,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3200,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3201,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3202,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3203,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3204,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3205,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3206,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3207,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3208,25.0,Female,Master's,Software Development,2.0,60000.0
3209,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3210,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3211,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3212,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3213,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3214,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3215,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3216,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3217,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3218,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3219,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3220,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3221,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3222,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3223,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3224,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3225,25.0,Female,Master's,Software Development,2.0,60000.0
3226,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3227,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3228,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3229,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3230,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3231,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3232,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3233,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3234,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3235,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3236,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3237,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3238,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3239,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3240,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3241,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3242,25.0,Female,Master's,Software Development,2.0,60000.0
3243,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3244,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3245,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3246,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3247,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3248,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3249,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3250,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3251,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3252,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3253,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3254,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3255,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3256,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3257,30.0,Female,Bachelor's,Software Development,4.0,80000.0
3258,29.0,Male,Bachelor's,Software Development,3.0,70000.0
3259,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3260,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3261,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3262,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3263,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3264,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3265,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3266,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3267,25.0,Female,Master's,Software Development,2.0,60000.0
3268,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3269,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3270,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3271,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3272,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3273,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3274,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3275,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3276,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3277,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3278,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3279,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3280,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3281,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3282,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3283,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3284,25.0,Female,Master's,Software Development,2.0,60000.0
3285,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3286,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3287,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3288,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3289,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3290,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3291,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3292,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3293,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3294,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3295,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3296,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3297,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3298,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3299,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3300,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3301,25.0,Female,Master's,Software Development,2.0,60000.0
3302,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3303,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3304,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3305,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3306,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3307,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3308,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3309,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3310,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3311,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3312,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3313,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3314,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3315,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3316,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3317,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3318,25.0,Female,Master's,Software Development,2.0,60000.0
3319,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3320,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3321,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3322,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3323,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3324,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3325,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3326,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3327,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3328,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3329,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3330,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3331,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3332,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3333,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3334,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3335,25.0,Female,Master's,Software Development,2.0,60000.0
3336,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3337,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3338,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3339,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3340,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3341,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3342,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3343,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3344,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3345,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3346,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3347,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3348,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3349,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3350,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3351,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3352,25.0,Female,Master's,Software Development,2.0,60000.0
3353,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3354,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3355,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3356,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3357,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3358,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3359,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3360,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3361,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3362,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3363,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3364,27.0,Female,Bachelor's,Software Development,3.0,70000.0
3365,48.0,Male,PhD,Management and Leadership,18.0,210000.0
3366,34.0,Male,Master's,Research and Analysis,9.0,140000.0
3367,23.0,Female,Bachelor's,Software Development,1.0,50000.0
3368,32.0,Male,Master's,Operations and Project Management,7.0,110000.0
3369,25.0,Female,Master's,Software Development,2.0,60000.0
3370,37.0,Male,Bachelor's,Research and Analysis,11.0,160000.0
3371,28.0,Male,Bachelor's,Software Development,4.0,75000.0
3372,41.0,Female,PhD,Management and Leadership,16.0,200000.0
3373,34.0,Male,Master's,Research and Analysis,8.0,100000.0
3374,24.0,Female,Bachelor's,Software Development,2.0,55000.0
3375,36.0,Male,PhD,Research and Analysis,12.0,170000.0
3376,30.0,Female,Bachelor's,Software Development,5.0,90000.0
3377,29.0,Male,Bachelor's,Software Development,4.0,80000.0
3378,42.0,Male,Master's,Operations and Project Management,14.0,180000.0
3379,26.0,Male,Bachelor's,Software Development,2.0,60000.0
3380,35.0,Female,Master's,Research and Analysis,9.0,120000.0
3381,28.0,Male,Master's,Software Development,5.0,80000.0
3382,30.0,Female,Bachelor's,Human Resources and Recruitment,4.0,60000.0
3383,25.0,Male,Bachelor's,Software Development,2.0,50000.0
3384,45.0,Female,Master's,Human Resources and Recruitment,18.0,160000.0
3385,33.0,Male,PhD,Management and Leadership,9.0,120000.0
3386,22.0,Female,High School,Human Resources and Recruitment,0.0,40000.0
3387,36.0,Male,Bachelor's,Software Development,10.0,100000.0
3388,29.0,Female,Master's,Human Resources and Recruitment,4.0,75000.0
3389,42.0,Male,PhD,Management and Leadership,16.0,140000.0
3390,27.0,Female,Bachelor's,Human Resources and Recruitment,2.0,50000.0
3391,38.0,Male,Master's,Human Resources and Recruitment,11.0,110000.0
3392,24.0,Female,Bachelor's,Software Development,1.0,45000.0
3393,31.0,Male,High School,Software Development,4.0,55000.0
3394,39.0,Female,PhD,Management and Leadership,13.0,130000.0
3395,26.0,Male,Bachelor's,Human Resources and Recruitment,2.0,50000.0
3396,32.0,Female,Master's,Human Resources and Recruitment,7.0,80000.0
3397,32.0,Male,Bachelor's,Software Development,2.0,45000.0
3398,24.0,Female,High School,Human Resources and Recruitment,1.0,32000.0
3399,45.0,Male,PhD,Human Resources and Recruitment,12.0,120000.0
3400,29.0,Female,Master's,Software Development,4.0,65000.0
3401,38.0,Male,Bachelor's,Human Resources and Recruitment,8.0,95000.0
3402,27.0,Female,Master's,Management and Leadership,5.0,80000.0
3403,31.0,Female,High School,Human Resources and Recruitment,3.0,38000.0
3404,42.0,Male,Master's,Software Development,10.0,110000.0
3405,26.0,Female,Bachelor's,Software Development,2.0,45000.0
3406,36.0,Male,Master's,Human Resources and Recruitment,7.0,89000.0
3407,28.0,Male,High School,Human Resources and Recruitment,1.0,32000.0
3408,33.0,Female,Bachelor's,Software Development,5.0,70000.0
3409,46.0,Male,PhD,Management and Leadership,15.0,150000.0
3410,25.0,Female,Bachelor's,Software Development,1.0,40000.0
3411,37.0,Female,Master's,Human Resources and Recruitment,9.0,105000.0
3412,30.0,Male,Master's,Software Development,4.0,65000.0
3413,43.0,Female,PhD,Management and Leadership,14.0,140000.0
3414,34.0,Male,Bachelor's,Software Development,3.0,50000.0
3415,26.0,Female,High School,Human Resources and Recruitment,2.0,35000.0
3416,41.0,Male,Master's,Human Resources and Recruitment,11.0,115000.0
3417,29.0,Female,Master's,Software Development,5.0,70000.0
3418,35.0,Male,Bachelor's,Software Development,6.0,80000.0
3419,27.0,Female,High School,Human Resources and Recruitment,1.0,30000.0
3420,40.0,Male,PhD,Management and Leadership,13.0,135000.0
3421,23.0,Female,Bachelor's,Software Development,1.0,40000.0
3422,39.0,Male,Master's,Human Resources and Recruitment,10.0,105000.0
3423,31.0,Male,High School,Human Resources and Recruitment,2.0,35000.0
3424,44.0,Female,PhD,Human Resources and Recruitment,12.0,120000.0
3425,28.0,Male,Master's,Software Development,3.0,55000.0
3426,32.0,Female,Bachelor's,Software Development,2.0,45000.0
3427,45.0,Male,Master's,Management and Leadership,14.0,140000.0
3428,26.0,Female,Bachelor's,Software Development,3.0,55000.0
3429,38.0,Male,PhD,Human Resources and Recruitment,11.0,115000.0
3430,27.0,Female,Master's,Human Resources and Recruitment,4.0,70000.0
3431,33.0,Male,High School,Human Resources and Recruitment,3.0,38000.0
3432,42.0,Female,Master's,Management and Leadership,13.0,135000.0
3433,29.0,Male,Bachelor's,Software Development,2.0,45000.0
3434,36.0,Female,Master's,Software Development,7.0,85000.0
3435,30.0,Male,High School,Human Resources and Recruitment,1.0,32000.0
3436,43.0,Female,PhD,Human Resources and Recruitment,15.0,150000.0
3437,34.0,Male,Bachelor's,Software Development,4.0,65000.0
3438,25.0,Female,Master's,Human Resources and Recruitment,1.0,32000.0
3439,37.0,Male,PhD,Management and Leadership,12.0,120000.0
3440,24.0,Female,Bachelor's,Software Development,1.0,40000.0
3441,39.0,Male,Master's,Human Resources and Recruitment,9.0,95000.0
3442,31.0,Male,High School,Human Resources and Recruitment,2.0,35000.0
3443,44.0,Female,PhD,Management and Leadership,14.0,140000.0
3444,28.0,Male,Bachelor's,Software Development,3.0,55000.0
